absolute_risk_gap,native_stratum,pair_id,signed_risk_gap_less_safe_minus_safer
0.734375,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:17152,0.734375
1.125,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:17203,1.125
0.984375,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:17276,0.984375
0.78515625,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:17286,-0.78515625
0.1875,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:17309,0.1875
0.515625,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:17343,0.515625
0.65625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:17375,0.65625
1.994140625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:17408,1.994140625
5.26171875,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:17415,5.26171875
0.4375,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:17423,-0.4375
0.625,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:17429,-0.625
5.171875,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:17435,5.171875
0.203125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:17460,0.203125
1.80859375,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:17469,-1.80859375
1.8203125,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:17496,1.8203125
0.609375,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:17500,0.609375
0.5751953125,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:17577,-0.5751953125
0.54296875,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:17582,0.54296875
2.83203125,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:17591,2.83203125
2.75390625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:17597,2.75390625
0.8125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:17613,0.8125
0.421875,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:17619,0.421875
3.9765625,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:17631,3.9765625
1.5625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:17636,1.5625
1.8671875,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:17645,1.8671875
1.6875,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:17650,1.6875
0.515625,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:17664,0.515625
0.6875,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:17797,-0.6875
0.96875,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:17814,0.96875
0.0625,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:17833,-0.0625
0.578125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:17852,0.578125
0.265625,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:17865,0.265625
0.9921875,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:17877,0.9921875
0.390625,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:17880,-0.390625
0.34375,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:17886,-0.34375
0.83984375,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:17900,-0.83984375
1.453125,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:17963,1.453125
0.03125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:17977,0.03125
4.1328125,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:17985,-4.1328125
5.96875,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:17998,5.96875
0.703125,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18021,-0.703125
7.3125,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18032,7.3125
0.9375,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:18042,0.9375
0.015625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18074,0.015625
8.25,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18091,8.25
0.296875,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18094,-0.296875
0.9375,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:18107,-0.9375
0.421875,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18128,-0.421875
1.28125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:18139,1.28125
9.671875,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18217,9.671875
1.5625,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:18228,-1.5625
3.515625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18245,3.515625
2.6875,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18262,2.6875
0.546875,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18263,0.546875
0.203125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:18270,0.203125
0.234375,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:18279,-0.234375
3.3515625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18302,3.3515625
5.40625,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:18324,5.40625
0.828125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:18361,-0.828125
0.1875,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18368,0.1875
0.296875,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:18375,0.296875
0.03125,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:18401,0.03125
2.18359375,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:18473,2.18359375
0.09765625,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:18499,-0.09765625
0.6875,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18518,0.6875
0.6875,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:18525,0.6875
0.3125,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18548,0.3125
6.140625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18572,6.140625
6.390625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18595,6.390625
1.2265625,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:18603,1.2265625
3.4765625,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:18631,3.4765625
2.21875,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18651,2.21875
1.15625,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18652,-1.15625
0.75,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18673,0.75
1.25,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18696,1.25
8.25,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18711,8.25
0.59375,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18720,-0.59375
9.5625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18753,9.5625
0.546875,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18768,-0.546875
0.0625,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:18772,-0.0625
0.40625,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18841,-0.40625
0.296875,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18844,0.296875
1.375,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:18847,-1.375
6.515625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18860,6.515625
0.298828125,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:18875,-0.298828125
1.399658203125,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18896,1.399658203125
1.3125,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18899,1.3125
0.421875,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18900,0.421875
4.8828125,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18924,4.8828125
1.5625,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:18926,1.5625
1.53125,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:18930,1.53125
0.609375,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18944,0.609375
5.5244140625,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:18965,5.5244140625
1.375,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:18982,-1.375
1.8125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:18990,1.8125
1.046875,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:18992,1.046875
0.078125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:18993,-0.078125
0.3828125,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:19000,0.3828125
3.046875,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:19020,3.046875
0.375,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:19026,0.375
0.28125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:19047,-0.28125
1.1875,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:19050,1.1875
0.34375,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:19058,0.34375
0.71875,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:19155,0.71875
2.7578125,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:19158,-2.7578125
0.09375,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:19164,0.09375
4.333984375,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:19227,4.333984375
11.625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:19229,11.625
2.40625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:19243,2.40625
2.2265625,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:19244,-2.2265625
0.84375,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:19252,0.84375
8.25,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:19261,8.25
4.734375,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:19303,4.734375
1.203125,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:19346,1.203125
1.21875,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:19358,-1.21875
0.734375,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:19382,0.734375
0.171875,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:19424,0.171875
2.38232421875,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:19448,2.38232421875
0.4375,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:19462,-0.4375
0.5,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:19470,-0.5
1.875,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:19476,1.875
0.5,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:19481,0.5
1.5,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:19500,-1.5
7.0,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:19560,7.0
1.15625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:19590,1.15625
0.609375,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:19670,0.609375
3.5,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:19697,3.5
9.734375,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:19699,9.734375
0.96875,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:19727,-0.96875
0.8125,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:19734,0.8125
1.359375,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:19745,-1.359375
0.3125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:19765,-0.3125
1.25,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:19775,1.25
3.064453125,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:19802,3.064453125
0.3125,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:19818,-0.3125
0.15625,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:19819,-0.15625
1.03125,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:19845,1.03125
0.015625,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:19880,-0.015625
1.3671875,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:19921,1.3671875
0.84375,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:19938,0.84375
6.25,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:19941,6.25
1.75,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:20052,1.75
2.0859375,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20076,2.0859375
9.8125,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20160,9.8125
2.96875,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:20190,-2.96875
2.03125,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:20205,2.03125
1.46875,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:20222,1.46875
9.2578125,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20235,9.2578125
0.328125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:20245,0.328125
0.6875,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20247,0.6875
4.5,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20256,4.5
0.625,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:20280,0.625
0.6875,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:20310,0.6875
1.359375,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:20311,1.359375
5.84765625,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:20319,5.84765625
0.46875,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:20321,-0.46875
5.9375,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20353,5.9375
1.015625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20397,1.015625
0.578125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:20423,0.578125
1.0625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20455,1.0625
0.453125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:20543,-0.453125
1.125,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20569,1.125
0.78125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:20570,-0.78125
1.40625,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:20597,1.40625
0.4375,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:20628,0.4375
0.3984375,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:20636,-0.3984375
3.203125,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:20649,3.203125
1.939453125,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:20714,-1.939453125
0.375,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:20716,-0.375
0.046875,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:20721,-0.046875
0.828125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:20739,0.828125
0.59375,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:20740,0.59375
1.046875,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:20745,-1.046875
6.984375,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20747,6.984375
7.640625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20759,7.640625
3.9296875,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20765,3.9296875
5.2265625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20771,5.2265625
0.90625,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:20772,0.90625
1.703125,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:20813,1.703125
0.484375,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:20824,0.484375
0.265625,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:20829,-0.265625
1.828125,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20845,1.828125
3.984375,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20868,3.984375
0.09375,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:20883,0.09375
1.875,L3_severity_difference_same_safety_state,Alpaca3-8B-train.jsonl:20902,1.875
1.34375,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:20904,1.34375
2.625,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:20906,-2.625
5.15625,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20907,5.15625
1.125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:20915,-1.125
6.703125,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20931,6.703125
3.0478515625,L1_no_recorded_safety_field_difference,Alpaca3-8B-train.jsonl:20943,3.0478515625
0.0703125,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20944,-0.0703125
0.28125,L2_category_difference_tied_safety_and_severity,Alpaca3-8B-train.jsonl:20946,-0.28125
4.734375,L4_safety_boundary_difference,Alpaca3-8B-train.jsonl:20950,4.734375
0.671875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:17,0.671875
0.125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:18,0.125
0.8125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:32,-0.8125
0.21875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:36,-0.21875
3.162109375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:39,3.162109375
0.640625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:61,0.640625
0.7265625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:62,0.7265625
1.078125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:76,1.078125
1.75,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:91,1.75
0.203125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:92,0.203125
4.23046875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:99,4.23046875
1.75,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:111,-1.75
4.984375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:119,4.984375
0.125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:145,0.125
0.015625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:170,0.015625
1.171875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:181,1.171875
3.046875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:184,3.046875
2.7890625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:212,-2.7890625
3.21875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:241,3.21875
0.515625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:254,0.515625
2.65625,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:285,2.65625
8.96875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:359,8.96875
0.15625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:416,0.15625
3.9375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:441,3.9375
2.078125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:472,2.078125
10.015625,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:485,10.015625
3.877685546875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:515,3.877685546875
0.0625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:519,0.0625
0.796875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:554,0.796875
0.203125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:602,-0.203125
0.25,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:610,-0.25
0.734375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:611,-0.734375
1.453125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:620,1.453125
4.2568359375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:631,4.2568359375
1.3984375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:645,1.3984375
3.19921875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:647,3.19921875
0.40625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:648,0.40625
0.5625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:682,0.5625
0.703125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:688,0.703125
5.486328125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:712,5.486328125
0.296875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:723,0.296875
6.1640625,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:731,6.1640625
0.125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:734,0.125
0.28125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:754,0.28125
5.828125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:818,5.828125
1.171875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:828,-1.171875
0.15234375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:829,-0.15234375
0.23828125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:834,0.23828125
0.84375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:906,-0.84375
0.984375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:918,0.984375
1.78125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:927,1.78125
0.0625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:976,-0.0625
0.71875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:1005,-0.71875
0.15625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:1007,0.15625
0.140625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:1009,-0.140625
5.0,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:1036,5.0
1.890625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1049,1.890625
0.5625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:1065,-0.5625
0.515625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:1071,-0.515625
4.421875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:1083,4.421875
0.3125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:1107,-0.3125
1.03125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:1120,-1.03125
0.984375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:1147,0.984375
0.34765625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1163,-0.34765625
0.796875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1167,0.796875
12.5,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:1205,12.5
0.3125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:1234,-0.3125
8.4375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:1294,8.4375
0.515625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:1302,0.515625
3.546875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1321,3.546875
0.0625,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:1331,-0.0625
1.234375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:1358,1.234375
4.54296875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1360,4.54296875
0.859375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1425,0.859375
0.03125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:1440,-0.03125
3.640625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1446,3.640625
0.09375,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:1488,0.09375
0.34375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:1550,-0.34375
2.1953125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1554,2.1953125
0.890625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:1577,0.890625
0.046875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1589,-0.046875
8.625,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:1618,8.625
0.03125,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:1641,0.03125
0.53125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1654,-0.53125
5.78125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:1659,5.78125
0.25,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1689,0.25
0.9765625,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:1699,-0.9765625
1.5,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:1724,-1.5
1.25,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1753,1.25
0.921875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:1758,0.921875
0.84375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1794,0.84375
1.3359375,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:1891,1.3359375
0.25,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1899,-0.25
0.25,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1927,0.25
2.828125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:1932,2.828125
2.1875,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1964,-2.1875
1.03125,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:1978,-1.03125
1.1328125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:1982,1.1328125
3.8984375,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:2008,3.8984375
4.2578125,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:2019,4.2578125
3.681640625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:2029,3.681640625
0.1875,L2_category_difference_tied_safety_and_severity,Alpaca-7B-train.jsonl:2030,-0.1875
5.140625,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:2081,5.140625
0.0625,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:2111,0.0625
2.265625,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:2141,2.265625
2.125,L1_no_recorded_safety_field_difference,Alpaca-7B-train.jsonl:2149,2.125
4.4013671875,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:2160,4.4013671875
6.09375,L4_safety_boundary_difference,Alpaca-7B-train.jsonl:2189,6.09375
0.8046875,L3_severity_difference_same_safety_state,Alpaca-7B-train.jsonl:2195,0.8046875
